,ID,k,r,c,a SSE Action,b SSE Action,SSEAction,R2_SSE_Action,a SSE External,b SSE External,SSEExternal,R2_SSE_External
130,13,5,-2.81,0.0001,10.135099905870437,407.3777792961205,2.710301217651248e-14,1.0,9.23472697619492,402.00093323945265,5.584143511864548e-14,0.9999999999999998
131,13,6,-2.81,0.0001,10.97069130511641,406.8368728000877,1.202860002311895e-14,1.0,9.996086863348092,401.5080792692655,2.6654753297589447e-14,1.0
132,13,7,-2.81,0.0001,11.74622606337585,406.34406176510595,5.833448098271946e-15,1.0,10.702725375475485,401.05904806989304,9.012566055768386e-15,1.0
133,13,8,-2.81,0.0001,12.472107554425072,405.8892209216278,4.3975007617175035e-12,1.0,11.364121295219878,400.6446157226278,8.597094592018367e-12,1.0
134,13,9,-2.81,0.0001,13.156549731198105,405.46392381070547,1.3955572171670356e-12,1.0,11.987759830506604,400.25709968288646,2.1683780322779847e-12,0.9999999999999998
135,13,10,-2.81,0.0001,13.806134257604336,405.0613927689512,3.8735955458029355e-13,1.0,12.579637212461668,399.8903280293641,6.257154479202471e-13,1.0
136,13,11,-2.81,0.0001,14.426194750914394,404.6762411955619,1.0419437563462876e-13,1.0,13.144613384971088,399.53939195467757,1.4316534018455108e-13,1.0
137,13,12,-2.81,0.0001,15.021083943483355,404.30424098649087,4.8461866742573256e-14,1.0,13.686654371886739,399.20043905849946,5.1207647590212847e-14,0.9999999999999998
138,13,13,-2.81,0.0001,15.594375062440955,403.9420977814427,1.989603394852476e-14,1.0,14.209015977123716,398.87046757582505,1.9045581756410713e-14,0.9999999999999998
139,13,14,-2.81,0.0001,16.14901832818931,403.5872520262911,9.701293305421105e-15,0.9999999999999998,14.71438634624659,398.54714527530695,8.51388562036348e-15,0.9999999999999998
140,14,1,-2.81,0.0001,7.269965727440109,386.7047329780895,3.729860862129827e-14,1.0,-1.2539050379959413,454.70414363656363,1.06772999521384e-14,1.0
141,14,2,-2.81,0.0001,8.827526107167648,386.06484451573806,1.0915853563389616e-14,1.0,-1.5225490477831487,454.8145096995084,1.146980244528818e-13,1.0
142,14,3,-2.81,0.0001,10.209436315722472,385.20732768971226,1.9463789426961267e-13,1.0,-1.7608973628640032,454.96241219657236,7.548127546511898e-15,0.9999999999999998
143,14,4,-2.81,0.0001,11.45032592999561,384.38621910831955,6.4236297537273716e-15,1.0,-1.9749228253312263,455.10403491273536,5.264381589962977e-15,1.0
144,14,5,-2.81,0.0001,12.578525109009895,383.6420567669122,4.555087105856238e-15,1.0,-2.169511788588969,455.232386192923,1.4503192886834703e-13,1.0
145,14,6,-2.81,0.0001,13.615565441941751,382.97074570688426,1.9192074420711875e-14,1.0,-2.3483777618754176,455.3481716826005,3.208523628584236e-13,0.9999999999999998
146,14,7,-2.81,0.0001,14.578070314322051,382.35912516133266,2.812452229836458e-15,1.0,-2.514388132414261,455.4536626971625,2.877074119421821e-14,1.0
147,14,8,-2.81,0.0001,15.478952223547225,381.79462431313493,2.985255368698893e-15,1.0,-2.6697699362266905,455.55102645700885,4.1315484252116815e-15,1.0
148,14,9,-2.81,0.0001,16.328403062197072,381.26679624404227,2.7541135052454914e-15,1.0,-2.816281037933527,455.6420649164341,2.652050359346328e-15,1.0
149,14,10,-2.81,0.0001,17.134590402454776,380.76723155125416,2.7143553463985482e-11,1.0,-2.9553306280953326,455.72823024557096,1.0498344470224845e-13,1.0
150,14,11,-2.81,0.0001,17.904140611357562,380.2892167247659,3.0731896863600615e-15,1.0,-3.088060211116539,455.8106753289942,4.8246931642212824e-15,1.0
